rollout_id,pair_id,condition,benchmark_task_id,init_state_index,period,start_index,target_index,commanded_h10_raw_mse,executed_h10_raw_mse,no_action_h10_raw_mse,persistence_h10_raw_mse
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,52,62,0.8446674346923828,0.8354217410087585,0.8760561943054199,0.8098666667938232
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,53,63,0.7694686651229858,0.7599786520004272,0.7933135032653809,0.8134956359863281
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,54,64,0.7271748781204224,0.7097775340080261,0.7505475878715515,0.733586311340332
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,55,65,0.8224817514419556,0.7956146001815796,0.8630286455154419,0.7402299642562866
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,56,66,0.7622772455215454,0.7288732528686523,0.8093904852867126,0.8336602449417114
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,57,67,0.7224187850952148,0.685417652130127,0.774077832698822,0.8398942947387695
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,58,68,0.6562867760658264,0.6056896448135376,0.6479065418243408,0.5472261309623718
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,59,69,0.6422191858291626,0.5779187679290771,0.6011544466018677,0.4871217608451843
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,60,70,0.7091306447982788,0.6440409421920776,0.6594381332397461,0.596419095993042
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,61,71,0.6556901931762695,0.59891676902771,0.6235598921775818,0.7437189817428589
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,62,72,0.6462514400482178,0.590444028377533,0.6134510040283203,0.7424793243408203
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,63,73,0.5878660082817078,0.5509852170944214,0.549109697341919,0.7128612995147705
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,64,74,0.5686511397361755,0.5419290065765381,0.5321609377861023,0.7764428853988647
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,65,75,0.517667293548584,0.5084697008132935,0.4918266534805298,0.9715758562088013
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,66,76,0.5299780368804932,0.5218642950057983,0.4815307557582855,0.7993521690368652
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,67,77,0.5901592373847961,0.57887864112854,0.5422957539558411,0.8430155515670776
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,68,78,0.5662850141525269,0.5733797550201416,0.5224837064743042,0.817229688167572
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,69,79,0.5427719354629517,0.5438782572746277,0.5060016512870789,0.6710634231567383
