rollout_id,benchmark_task_id,episode_index,success,failure,start_index,h1_raw_mse,h10_raw_mse,h10_correct_zero_disagreement,h10_correct_no_action_disagreement,h10_action_advantage_vs_zero,h10_persistence_raw_mse
pretrained-h10-task04-init01,4,1,False,True,59,0.1465362310409546,0.891157329082489,0.04161606729030609,0.119879812002182,-0.012145698070526123,0.7188822627067566
pretrained-h10-task04-init01,4,1,False,True,60,0.18384508788585663,0.8010416030883789,0.049053676426410675,0.12139314413070679,0.013532817363739014,0.8400198817253113
pretrained-h10-task04-init01,4,1,False,True,61,0.18574683368206024,0.8283613920211792,0.044038861989974976,0.10755816102027893,0.028775513172149658,0.8313822746276855
pretrained-h10-task04-init01,4,1,False,True,62,0.17515389621257782,0.9020141363143921,0.037455759942531586,0.11953353881835938,0.0028600692749023438,0.8095825910568237
pretrained-h10-task04-init01,4,1,False,True,63,0.17267875373363495,0.9156053066253662,0.02138639986515045,0.11940523236989975,0.006608903408050537,0.6885490417480469
pretrained-h10-task04-init01,4,1,False,True,64,0.1688511222600937,0.8633093237876892,0.012972934171557426,0.10543196648359299,-0.006666123867034912,0.610815167427063
pretrained-h10-task04-init01,4,1,False,True,65,0.19915327429771423,0.7555884122848511,0.01123540848493576,0.11020173877477646,-0.0003968477249145508,0.5282586812973022
pretrained-h10-task04-init01,4,1,False,True,66,0.20186655223369598,0.7551853060722351,0.009927365928888321,0.11846604198217392,0.005208194255828857,0.6011708974838257
pretrained-h10-task04-init01,4,1,False,True,67,0.21413736045360565,0.696098804473877,0.014585668221116066,0.1475466936826706,0.0017261505126953125,0.5081750154495239
pretrained-h10-task04-init01,4,1,False,True,68,0.21003755927085876,0.769946813583374,0.016387388110160828,0.14630305767059326,-0.0018251538276672363,0.3525165915489197
